id,num_of_passes,diffTime,average
1,100,3085,3085
2,100,3075,3080
3,100,3076,3078
4,100,3090,3081
5,100,3135,3092
6,100,3105,3094
7,100,3135,3100
8,100,3076,3097
9,100,3060,3093
10,100,3121,3095
11,100,3105,3096
12,100,3075,3094
13,100,3181,3101
14,100,3165,3106
15,100,3106,3106
16,100,3105,3105
17,100,3105,3105
18,100,3061,3103
19,100,3075,3101
20,100,3061,3099
21,100,3105,3100
22,100,3105,3100
23,100,3076,3099
24,100,3165,3102
25,100,3151,3103
26,100,3165,3106
27,100,3060,3104
28,100,3150,3106
29,100,3135,3107
30,100,3091,3106
31,100,3030,3104
32,100,3150,3105
33,100,3105,3105
34,100,3135,3106
35,100,3241,3110
36,100,3135,3111
37,100,3076,3110
38,100,3090,3109
39,100,3105,3109
40,100,3106,3109
41,100,3135,3109
42,100,3121,3110
43,100,3105,3110
44,100,3090,3109
45,100,3121,3109
46,100,3090,3109
47,100,3151,3110
48,100,3075,3109
49,100,3120,3109
50,100,3121,3110
51,100,3120,3110
52,100,3136,3110
53,100,3135,3111
54,100,3120,3111
55,100,3060,3110
56,100,3210,3112
57,100,3076,3111
58,100,3075,3110
59,100,3136,3111
60,100,3090,3111
61,100,3120,3111
62,100,3151,3111
63,100,3150,3112
64,100,3076,3111
65,100,3075,3111
66,100,3090,3110
67,100,3061,3110
68,100,3105,3110
69,100,3091,3109
70,100,3120,3109
71,100,3150,3110
72,100,3076,3110
73,100,3045,3109
74,100,3031,3108
75,100,3150,3108
76,100,3075,3108
77,100,3271,3110
78,100,3120,3110
79,100,3091,3110
80,100,3105,3110
81,100,3090,3109
82,100,3060,3109
83,100,3075,3108
84,100,3121,3109
85,100,3120,3109
86,100,3075,3108
87,100,3165,3109
88,100,3105,3109
89,100,3061,3108
90,100,3120,3108
91,100,3091,3108
92,100,3105,3108
93,100,3060,3108
94,100,3091,3108
95,100,3090,3107
96,100,3106,3107
97,100,3180,3108
98,100,3225,3109
99,100,3211,3110
100,100,3045,3110
101,100,3091,3109
102,100,3060,3109
103,100,3105,3109
104,100,3121,3109
105,100,3105,3109
106,100,3136,3109
107,100,3150,3110
108,100,3075,3109
109,100,3060,3109
110,100,3075,3108
111,100,3061,3108
112,100,3105,3108
113,100,3075,3108
114,100,3075,3107
115,100,3090,3107
116,100,3091,3107
117,100,3210,3108
118,100,3166,3108
119,100,3135,3109
120,100,3180,3109
121,100,3106,3109
122,100,3090,3109
123,100,3091,3109
124,100,3120,3109
125,100,3120,3109
126,100,3076,3109
127,100,3090,3109
128,100,3076,3108
129,100,3090,3108
130,100,3105,3108
131,100,3061,3108
132,100,3105,3108
133,100,3121,3108
134,100,3150,3108
135,100,3165,3109
136,100,3091,3109
137,100,3075,3108
138,100,3136,3109
139,100,3105,3108
140,100,3165,3109
141,100,3135,3109
142,100,3105,3109
143,100,3076,3109
144,100,3075,3109
145,100,3106,3109
146,100,3045,3108
147,100,3060,3108
148,100,3091,3108
149,100,3090,3108
150,100,3061,3107
151,100,3105,3107
152,100,3135,3107
153,100,3121,3107
154,100,3120,3108
155,100,3076,3107
156,100,3105,3107
157,100,3120,3107
158,100,3076,3107
159,100,3135,3107
160,100,3106,3107
161,100,3240,3108
162,100,3165,3109
163,100,3091,3108
164,100,3060,3108
165,100,3016,3108
166,100,3045,3107
167,100,3090,3107
168,100,3120,3107
169,100,3120,3107
170,100,3091,3107
171,100,3135,3107
172,100,3090,3107
173,100,3060,3107
174,100,3105,3107
175,100,3151,3107
176,100,3090,3107
177,100,3136,3107
178,100,3075,3107
179,100,3060,3107
180,100,3151,3107
181,100,3075,3107
182,100,3226,3107
183,100,3090,3107
184,100,3090,3107
185,100,3061,3107
186,100,3150,3107
187,100,3061,3107
188,100,3090,3107
189,100,3090,3107
190,100,3076,3107
191,100,3060,3106
192,100,3091,3106
193,100,3120,3106
194,100,3060,3106
195,100,3046,3106
196,100,3315,3107
197,100,3151,3107
198,100,3090,3107
199,100,3060,3107
200,100,3045,3106
201,100,3195,3107
202,100,3166,3107
203,100,3225,3108
204,100,3091,3108
205,100,3075,3108
206,100,3165,3108
207,100,3121,3108
208,100,3075,3108
209,100,3091,3108
210,100,3000,3107
211,100,3090,3107
212,100,3076,3107
213,100,3075,3107
214,100,3106,3107
215,100,3120,3107
216,100,3075,3107
217,100,3136,3107
218,100,3060,3107
219,100,3061,3106
220,100,3060,3106
221,100,3090,3106
222,100,3076,3106
223,100,3120,3106
224,100,3241,3107
225,100,3195,3107
226,100,3090,3107
227,100,3030,3107
228,100,3075,3106
229,100,3046,3106
230,100,3075,3106
231,100,3060,3106
232,100,3105,3106
233,100,3090,3106
234,100,3136,3106
235,100,3075,3106
236,100,3091,3106
237,100,3105,3106
238,100,3135,3106
239,100,3136,3106
240,100,3075,3106
241,100,3106,3106
242,100,3120,3106
243,100,3075,3106
244,100,3211,3106
245,100,3150,3106
246,100,3091,3106
247,100,3090,3106
248,100,3075,3106
249,100,3136,3106
250,100,3150,3106
251,100,3076,3106
252,100,3180,3106
253,100,3060,3106
254,100,3120,3106
255,100,3090,3106
256,100,3031,3106
257,100,3150,3106
258,100,3120,3106
259,100,3150,3106
260,100,3090,3106
261,100,3061,3106
262,100,3075,3106
263,100,3091,3106
264,100,3060,3106
265,100,3165,3106
266,100,3196,3106
267,100,3090,3106
268,100,3136,3106
269,100,3075,3106
270,100,3105,3106
271,100,3091,3106
272,100,3045,3106
273,100,3166,3106
274,100,3060,3106
275,100,3105,3106
276,100,3151,3106
277,100,3075,3106
278,100,3121,3106
279,100,3120,3106
280,100,3075,3106
281,100,3075,3106
282,100,3060,3106
283,100,3121,3106
284,100,3090,3106
285,100,3105,3106
286,100,3165,3106
287,100,3255,3106
288,100,3166,3107
289,100,3090,3107
290,100,3061,3106
291,100,3150,3107
292,100,3090,3107
293,100,3091,3107
294,100,3090,3106
295,100,3136,3107
296,100,3105,3107
297,100,3120,3107
298,100,3106,3107
299,100,3120,3107
300,100,3106,3107
301,100,3120,3107
302,100,3120,3107
303,100,3091,3107
304,100,3105,3107
305,100,3136,3107
306,100,3120,3107
307,100,3150,3107
308,100,3225,3107
309,100,3090,3107
310,100,3136,3107
311,100,3165,3108
312,100,3121,3108
313,100,3150,3108
314,100,3120,3108
315,100,3046,3108
316,100,3090,3107
317,100,3121,3108
318,100,3075,3107
319,100,3060,3107
320,100,3151,3107
321,100,3105,3107
322,100,3226,3108
323,100,3135,3108
324,100,3135,3108
325,100,3136,3108
326,100,3135,3108
327,100,3121,3108
328,100,3120,3108
329,100,3165,3108
330,100,3135,3108
331,100,3090,3108
332,100,3151,3108
333,100,3075,3108
334,100,3135,3108
335,100,3075,3108
336,100,3135,3108
337,100,3046,3108
338,100,3075,3108
339,100,3106,3108
340,100,3060,3108
341,100,3090,3108
342,100,3121,3108
343,100,3165,3108
344,100,3091,3108
345,100,3120,3108
346,100,3090,3108
347,100,3091,3108
348,100,3195,3108
349,100,3181,3108
350,100,3225,3109
351,100,3090,3109
352,100,3181,3109
353,100,3105,3109
354,100,3091,3109
355,100,3165,3109
356,100,3045,3109
357,100,3075,3109
358,100,3075,3109
359,100,3076,3109
360,100,3165,3109
361,100,3120,3109
362,100,3135,3109
363,100,3180,3109
364,100,3166,3109
365,100,3180,3109
366,100,3061,3109
367,100,3090,3109
368,100,3105,3109
369,100,3151,3109
370,100,3135,3109
371,100,3241,3110
372,100,3120,3110
373,100,3105,3110
374,100,3076,3110
375,100,3060,3110
376,100,3136,3110
377,100,3105,3110
378,100,3075,3109
379,100,3121,3110
380,100,3120,3110
381,100,3166,3110
382,100,3180,3110
383,100,3135,3110
384,100,3195,3110
385,100,3120,3110
386,100,3121,3110
387,100,3105,3110
388,100,3121,3110
389,100,3090,3110
390,100,3120,3110
391,100,3121,3110
392,100,3300,3111
393,100,3136,3111
394,100,3060,3111
395,100,3045,3110
396,100,3181,3111
397,100,3060,3111
398,100,3121,3111
399,100,3090,3110
400,100,3165,3111
401,100,3136,3111
402,100,3060,3111
403,100,3151,3111
404,100,3060,3111
405,100,3090,3110
406,100,3195,3111
407,100,3135,3111
408,100,3076,3111
409,100,3135,3111
410,100,3090,3111
411,100,3180,3111
412,100,3135,3111
413,100,3226,3111
414,100,3225,3111
415,100,3106,3111
416,100,3135,3111
417,100,3105,3111
418,100,3106,3111
419,100,3135,3111
420,100,3106,3111
421,100,3090,3111
422,100,3150,3112
423,100,3061,3111
424,100,3120,3111
425,100,3136,3111
426,100,3090,3111
427,100,3180,3112
428,100,3106,3112
429,100,3150,3112
430,100,3091,3112
431,100,3090,3112
432,100,3180,3112
433,100,3150,3112
434,100,3240,3112
435,100,3136,3112
436,100,3105,3112
437,100,3121,3112
438,100,3150,3112
439,100,3060,3112
440,100,3151,3112
441,100,3045,3112
442,100,3046,3112
443,100,3135,3112
444,100,3045,3112
445,100,3121,3112
446,100,3150,3112
447,100,3136,3112
448,100,3210,3112
449,100,3105,3112
450,100,3106,3112
451,100,3105,3112
452,100,3121,3112
453,100,3135,3112
454,100,3165,3112
455,100,3195,3112
456,100,3135,3113
457,100,3121,3113
458,100,3090,3112
459,100,3136,3113
460,100,3045,3112
461,100,3015,3112
462,100,3166,3112
463,100,3090,3112
464,100,3196,3112
465,100,3120,3112
466,100,3105,3112
467,100,3151,3113
468,100,3120,3113
469,100,3181,3113
470,100,3105,3113
471,100,3105,3113
472,100,3046,3112
473,100,3120,3113
474,100,3181,3113
475,100,3120,3113
476,100,3150,3113
477,100,3105,3113
478,100,3105,3113
479,100,3076,3113
480,100,3060,3113
481,100,3135,3113
482,100,3105,3113
483,100,3075,3112
484,100,3091,3112
485,100,3105,3112
486,100,3076,3112
487,100,3105,3112
488,100,3075,3112
489,100,3061,3112
490,100,3105,3112
491,100,3121,3112
492,100,3075,3112
493,100,3090,3112
494,100,3106,3112
495,100,3120,3112
496,100,3091,3112
497,100,3195,3112
498,100,3105,3112
499,100,3106,3112
500,100,3060,3112
501,100,3151,3112
502,100,3060,3112
503,100,3105,3112
504,100,3121,3112
505,100,3075,3112
506,100,3061,3112
507,100,3060,3112
508,100,3105,3112
509,100,3090,3112
510,100,3120,3112
511,100,3136,3112
512,100,3075,3112
513,100,3075,3112
514,100,3075,3111
515,100,3060,3111
516,100,3136,3111
517,100,3105,3111
518,100,3196,3112
519,100,3195,3112
520,100,3120,3112
521,100,3061,3112
522,100,3090,3112
523,100,3091,3112
524,100,3090,3112
525,100,3090,3111
526,100,3061,3111
527,100,3120,3111
528,100,3061,3111
529,100,3105,3111
530,100,3105,3111
531,100,3091,3111
532,100,3195,3111
533,100,3076,3111
534,100,3045,3111
535,100,3105,3111
536,100,3091,3111
537,100,3075,3111
538,100,3136,3111
539,100,3240,3111
540,100,3195,3112
541,100,3090,3111
542,100,3120,3112
543,100,3091,3111
544,100,3090,3111
545,100,3106,3111
546,100,3075,3111
547,100,3090,3111
548,100,3091,3111
549,100,3060,3111
550,100,3061,3111
551,100,3090,3111
552,100,3075,3111
553,100,3136,3111
554,100,3090,3111
555,100,3091,3111
556,100,3120,3111
557,100,3090,3111
558,100,3076,3111
559,100,3180,3111
560,100,3211,3111
561,100,3135,3111
562,100,3090,3111
563,100,3091,3111
564,100,3105,3111
565,100,3076,3111
566,100,3135,3111
567,100,3075,3111
568,100,3105,3111
569,100,3030,3111
570,100,3121,3111
571,100,3090,3111
572,100,3075,3111
573,100,3165,3111
574,100,3135,3111
575,100,3106,3111
576,100,3090,3111
577,100,3046,3111
578,100,3090,3111
579,100,3045,3111
580,100,3076,3111
581,100,3075,3110
582,100,3061,3110
583,100,3045,3110
584,100,3060,3110
585,100,3046,3110
586,100,3075,3110
587,100,3061,3110
588,100,3075,3110
589,100,3075,3110
590,100,3121,3110
591,100,3060,3110
592,100,3076,3110
593,100,3090,3110
594,100,3075,3110
595,100,3121,3110
596,100,3090,3110
597,100,3091,3110
598,100,3060,3109
599,100,3075,3109
600,100,3091,3109
601,100,3075,3109
602,100,3061,3109
603,100,3105,3109
604,100,3045,3109
605,100,3105,3109
606,100,3075,3109
607,100,3061,3109
608,100,3060,3109
609,100,3060,3109
610,100,3075,3109
611,100,3090,3109
612,100,3046,3109
613,100,3075,3109
614,100,3076,3109
615,100,3075,3108
616,100,3180,3109
617,100,3091,3109
618,100,3075,3109
619,100,3076,3108
620,100,3075,3108
621,100,3105,3108
622,100,3091,3108
623,100,3075,3108
624,100,3076,3108
625,100,3060,3108
626,100,3090,3108
627,100,3136,3108
628,100,3075,3108
629,100,3061,3108
630,100,3075,3108
631,100,3090,3108
632,100,3091,3108
633,100,3105,3108
634,100,3076,3108
635,100,3135,3108
636,100,3075,3108
637,100,3121,3108
638,100,3150,3108
639,100,3076,3108
640,100,3090,3108
641,100,3105,3108
642,100,3090,3108
643,100,3075,3108
644,100,3196,3108
645,100,3060,3108
646,100,3076,3108
647,100,3045,3108
648,100,3105,3108
649,100,3046,3108
650,100,3060,3108
651,100,3136,3108
652,100,3105,3108
653,100,3075,3108
654,100,3106,3108
655,100,3075,3107
656,100,3076,3107
657,100,3075,3107
658,100,3120,3107
659,100,3121,3107
660,100,3075,3107
661,100,3061,3107
662,100,3075,3107
663,100,3075,3107
664,100,3061,3107
665,100,3135,3107
666,100,3121,3107
667,100,3135,3107
668,100,3060,3107
669,100,3091,3107
670,100,3105,3107
671,100,3121,3107
672,100,3045,3107
673,100,3090,3107
674,100,3075,3107
675,100,3075,3107
676,100,3106,3107
677,100,3105,3107
678,100,3106,3107
679,100,3165,3107
680,100,3150,3107
681,100,3076,3107
682,100,3135,3107
683,100,3076,3107
684,100,3075,3107
685,100,3105,3107
686,100,3076,3107
687,100,3090,3107
688,100,3091,3107
689,100,3090,3107
690,100,3045,3107
691,100,3061,3107
692,100,3120,3107
693,100,3106,3107
694,100,3060,3107
695,100,3090,3107
696,100,3106,3107
697,100,3135,3107
698,100,3076,3107
699,100,3075,3107
700,100,3210,3107
701,100,3090,3107
702,100,3090,3107
703,100,3061,3107
704,100,3075,3107
705,100,3090,3107
706,100,3075,3106
707,100,3030,3106
708,100,3091,3106
709,100,3075,3106
710,100,3060,3106
711,100,3090,3106
712,100,3090,3106
713,100,3061,3106
714,100,3135,3106
715,100,3091,3106
716,100,3045,3106
717,100,3105,3106
718,100,3061,3106
719,100,3045,3106
720,100,3106,3106
721,100,3150,3106
722,100,3225,3106
723,100,3061,3106
724,100,3120,3106
725,100,3106,3106
726,100,3105,3106
727,100,3075,3106
728,100,3136,3106
729,100,3045,3106
730,100,3151,3106
731,100,3045,3106
732,100,3120,3106
733,100,3076,3106
734,100,3075,3106
735,100,3091,3106
736,100,3150,3106
737,100,3060,3106
738,100,3075,3106
739,100,3090,3106
740,100,3151,3106
741,100,3165,3106
742,100,3106,3106
743,100,3090,3106
744,100,3060,3106
745,100,3106,3106
746,100,3075,3106
747,100,3076,3106
748,100,3090,3106
749,100,3135,3106
750,100,3076,3106
751,100,3060,3106
752,100,3166,3106
753,100,3045,3106
754,100,3105,3106
755,100,3106,3106
756,100,3060,3106
757,100,3106,3106
758,100,3120,3106
759,100,3105,3106
760,100,3046,3106
761,100,3075,3106
762,100,3076,3105
763,100,3105,3105
764,100,3105,3105
765,100,3076,3105
766,100,3105,3105
767,100,3121,3105
768,100,3180,3106
769,100,3075,3106
770,100,3060,3105
771,100,3105,3105
772,100,3061,3105
773,100,3105,3105
774,100,3121,3105
775,100,3105,3105
776,100,3045,3105
777,100,3106,3105
778,100,3045,3105
779,100,3076,3105
780,100,3075,3105
781,100,3060,3105
782,100,3136,3105
783,100,3090,3105
784,100,3136,3105
785,100,3090,3105
786,100,3120,3105
787,100,3046,3105
788,100,3030,3105
789,100,3076,3105
790,100,3075,3105
791,100,3105,3105
792,100,3091,3105
793,100,3060,3105
794,100,3061,3105
795,100,3105,3105
796,100,3045,3105
797,100,3121,3105
798,100,3060,3105
799,100,3076,3105
800,100,3120,3105
801,100,3105,3105
802,100,3075,3105
803,100,3090,3105
804,100,3091,3105
805,100,3135,3105
806,100,3120,3105
807,100,3060,3105
808,100,3105,3105
809,100,3046,3105
810,100,3135,3105
811,100,3076,3105
812,100,3075,3104
813,100,3045,3104
814,100,3121,3104
815,100,3060,3104
816,100,3091,3104
817,100,3090,3104
818,100,3075,3104
819,100,3091,3104
820,100,3060,3104
821,100,3046,3104
822,100,3075,3104
823,100,3090,3104
824,100,3076,3104
825,100,3120,3104
826,100,3091,3104
827,100,3120,3104
828,100,3075,3104
829,100,3061,3104
830,100,3045,3104
831,100,3061,3104
832,100,3135,3104
833,100,3090,3104
834,100,3136,3104
835,100,3135,3104
836,100,3121,3104
837,100,3060,3104
838,100,3075,3104
839,100,3090,3104
840,100,3045,3104
841,100,3076,3104
842,100,3075,3104
843,100,3061,3104
844,100,3075,3104
845,100,3060,3104
846,100,3061,3104
847,100,3075,3104
848,100,3091,3104
849,100,3045,3103
850,100,3090,3103
851,100,3106,3103
852,100,3060,3103
853,100,3121,3103
854,100,3105,3103
855,100,3060,3103
856,100,3016,3103
857,100,3075,3103
858,100,3106,3103
859,100,3090,3103
860,100,3090,3103
861,100,3061,3103
862,100,3060,3103
863,100,3061,3103
864,100,3075,3103
865,100,3060,3103
866,100,3031,3103
867,100,3075,3103
868,100,3061,3103
869,100,3135,3103
870,100,3060,3103
871,100,3061,3103
872,100,3060,3103
873,100,3091,3103
874,100,3075,3103
875,100,3060,3103
876,100,3090,3103
877,100,3075,3103
878,100,3046,3102
879,100,3060,3102
880,100,3030,3102
881,100,3075,3102
882,100,3105,3102
883,100,3061,3102
884,100,3060,3102
885,100,3091,3102
886,100,3075,3102
887,100,3060,3102
888,100,3106,3102
889,100,3060,3102
890,100,3106,3102
891,100,3075,3102
892,100,3120,3102
893,100,3121,3102
894,100,3075,3102
895,100,3046,3102
896,100,3090,3102
897,100,3075,3102
898,100,3091,3102
899,100,3075,3102
900,100,3046,3102
901,100,3060,3102
902,100,3105,3102
903,100,3046,3102
904,100,3060,3102
905,100,3061,3102
906,100,3045,3102
907,100,3060,3102
908,100,3106,3102
909,100,3075,3102
910,100,3091,3102
911,100,3075,3101
912,100,3075,3101
913,100,3106,3101
914,100,3045,3101
915,100,3046,3101
916,100,3091,3101
917,100,3089,3101
918,100,3060,3101
919,100,3090,3101
920,100,3046,3101
921,100,3120,3101
922,100,3105,3101
923,100,3060,3101
924,100,3090,3101
925,100,3136,3101
926,100,3030,3101
927,100,3121,3101
928,100,3075,3101
929,100,3090,3101
930,100,3076,3101
931,100,3075,3101
932,100,3046,3101
933,100,3090,3101
934,100,3090,3101
935,100,3061,3101
936,100,3045,3101
937,100,3091,3101
938,100,3060,3101
939,100,3045,3101
940,100,3076,3101
941,100,3075,3101
942,100,3091,3101
943,100,3120,3101
944,100,3120,3101
945,100,3061,3101
946,100,3090,3101
947,100,3076,3101
948,100,3045,3101
949,100,3060,3101
950,100,3061,3100
951,100,3105,3100
952,100,3076,3100
953,100,3135,3100
954,100,3060,3100
955,100,3060,3100
956,100,3045,3100
957,100,3046,3100
958,100,3060,3100
959,100,3045,3100
960,100,3075,3100
961,100,3105,3100
962,100,3061,3100
963,100,3090,3100
964,100,3076,3100
965,100,3045,3100
966,100,3090,3100
967,100,3121,3100
968,100,3090,3100
969,100,3076,3100
970,100,3090,3100
971,100,3060,3100
972,100,3061,3100
973,100,3105,3100
974,100,3106,3100
975,100,3090,3100
976,100,3090,3100
977,100,3076,3100
978,100,3075,3100
979,100,3091,3100
980,100,3075,3100
981,100,3075,3100
982,100,3076,3100
983,100,3090,3100
984,100,3151,3100
985,100,3060,3100
986,100,3135,3100
987,100,3106,3100
988,100,3060,3100
989,100,3091,3100
990,100,3060,3100
991,100,3030,3100
992,100,3075,3100
993,100,3120,3100
994,100,3076,3100
995,100,3105,3100
996,100,3120,3100
997,100,3075,3100
998,100,3090,3100
999,100,3061,3100
1000,100,3045,3100
1001,100,3076,3099
1002,100,3090,3099
1003,100,3075,3099
1004,100,3061,3099
1005,100,3090,3099
1006,100,3136,3099
1007,100,3060,3099
1008,100,3075,3099
1009,100,3076,3099
1010,100,3030,3099
1011,100,3076,3099
1012,100,3090,3099
1013,100,3030,3099
1014,100,3121,3099
1015,100,3045,3099
1016,100,3061,3099
1017,100,3090,3099
1018,100,3090,3099
1019,100,3061,3099
1020,100,3060,3099
1021,100,3046,3099
1022,100,3090,3099
1023,100,3090,3099
1024,100,3061,3099
1025,100,3090,3099
1026,100,3061,3099
1027,100,3045,3099
1028,100,3090,3099
1029,100,3151,3099
1030,100,3075,3099
1031,100,3091,3099
1032,100,3030,3099
1033,100,3030,3099
1034,100,3105,3099
1035,100,3060,3099
1036,100,3166,3099
1037,100,3090,3099
1038,100,3061,3099
1039,100,3060,3099
1040,100,3045,3099
1041,100,3046,3099
1042,100,3105,3099
1043,100,3076,3099
1044,100,3090,3098
1045,100,3060,3098
1046,100,3046,3098
1047,100,3120,3098
1048,100,3091,3098
1049,100,3090,3098
1050,100,3090,3098
1051,100,3046,3098
1052,100,3075,3098
1053,100,3136,3098
1054,100,3075,3098
1055,100,3060,3098
1056,100,3076,3098
1057,100,3075,3098
1058,100,3151,3098
1059,100,3105,3098
1060,100,3090,3098
1061,100,3091,3098
1062,100,3045,3098
1063,100,3076,3098
1064,100,3075,3098
1065,100,3090,3098
1066,100,3075,3098
1067,100,3060,3098
1068,100,3091,3098
1069,100,3075,3098
1070,100,3105,3098
1071,100,3090,3098
1072,100,3120,3098
1073,100,3091,3098
1074,100,3060,3098
1075,100,3060,3098
1076,100,3060,3098
1077,100,3075,3098
1078,100,3076,3098
1079,100,3105,3098
1080,100,3121,3098
1081,100,3075,3098
1082,100,3060,3098
1083,100,3031,3098
1084,100,3060,3098
1085,100,3046,3098
1086,100,3060,3098
1087,100,3045,3098
1088,100,3121,3098
1089,100,3090,3098
1090,100,3076,3098
1091,100,3075,3098
1092,100,3030,3098
1093,100,3076,3098
1094,100,3045,3098
1095,100,3061,3098
1096,100,3090,3098
1097,100,3060,3097
1098,100,3091,3097
1099,100,3060,3097
1100,100,3031,3097
1101,100,3075,3097
1102,100,3120,3097
1103,100,3046,3097
1104,100,3075,3097
1105,100,3061,3097
1106,100,3075,3097
1107,100,3120,3097
1108,100,3015,3097
1109,100,3075,3097
1110,100,3091,3097
1111,100,3060,3097
1112,100,3120,3097
1113,100,3105,3097
1114,100,3060,3097
1115,100,3091,3097
1116,100,3075,3097
1117,100,3031,3097
1118,100,3060,3097
1119,100,3075,3097
1120,100,3046,3097
1121,100,3090,3097
1122,100,3061,3097
1123,100,3120,3097
1124,100,3120,3097
1125,100,3031,3097
1126,100,3090,3097
1127,100,3061,3097
1128,100,3060,3097
1129,100,3120,3097
1130,100,3076,3097
1131,100,3060,3097
1132,100,3091,3097
1133,100,3060,3097
1134,100,3060,3097
1135,100,3076,3097
1136,100,3090,3097
1137,100,3106,3097
1138,100,3075,3097
1139,100,3075,3097
1140,100,3031,3097
1141,100,3060,3097
1142,100,3106,3097
1143,100,3075,3097
1144,100,3090,3097
1145,100,3076,3097
1146,100,3060,3096
1147,100,3076,3096
1148,100,3090,3096
1149,100,3045,3096
1150,100,3001,3096
1151,100,3090,3096
1152,100,3076,3096
1153,100,3120,3096
1154,100,3060,3096
1155,100,3075,3096
1156,100,3060,3096
1157,100,3016,3096
1158,100,3045,3096
1159,100,3061,3096
1160,100,3060,3096
1161,100,3090,3096
1162,100,3136,3096
1163,100,3075,3096
1164,100,3121,3096
1165,100,3075,3096
1166,100,3030,3096
1167,100,3046,3096
1168,100,3075,3096
1169,100,3091,3096
1170,100,3090,3096
1171,100,3075,3096
1172,100,3106,3096
1173,100,3090,3096
1174,100,3061,3096
1175,100,3030,3096
1176,100,3105,3096
1177,100,3061,3096
1178,100,3075,3096
1179,100,3121,3096
1180,100,3075,3096
1181,100,3090,3096
1182,100,3046,3096
1183,100,3090,3096
1184,100,3061,3096
1185,100,3090,3096
1186,100,3090,3096
1187,100,3061,3096
1188,100,3075,3096
1189,100,3106,3096
1190,100,3105,3096
1191,100,3075,3096
1192,100,3045,3096
1193,100,3060,3096
1194,100,3106,3096
1195,100,3075,3096
1196,100,3075,3096
1197,100,3075,3096
1198,100,3120,3096
1199,100,3046,3096
1200,100,3075,3096
1201,100,3046,3095
1202,100,3090,3095
1203,100,3075,3095
1204,100,3106,3095
1205,100,3105,3095
1206,100,3136,3096
1207,100,3135,3096
1208,100,3030,3095
1209,100,3061,3095
1210,100,3060,3095
1211,100,3091,3095
1212,100,3060,3095
1213,100,3105,3095
1214,100,3061,3095
1215,100,3045,3095
1216,100,3046,3095
1217,100,3060,3095
1218,100,3060,3095
1219,100,3061,3095
1220,100,3075,3095
1221,100,3046,3095
1222,100,3075,3095
1223,100,3075,3095
1224,100,3076,3095
1225,100,3060,3095
1226,100,3106,3095
1227,100,3150,3095
1228,100,3120,3095
1229,100,3090,3095
1230,100,3060,3095
1231,100,3106,3095
1232,100,3060,3095
1233,100,3075,3095
1234,100,3060,3095
1235,100,3045,3095
1236,100,3091,3095
1237,100,3075,3095
1238,100,3076,3095
1239,100,3045,3095
1240,100,3075,3095
